ISBN_KEY,ISBN_NAME
conf/bigdata/2014,978-1-4799-5057-7
conf/bigdata/2015,978-1-4673-7278-7
conf/inc/2012,978-1-84102-315-1
conf/inc/2008,978-1-84102-188-1
conf/inc/2016,978-1-84102-410-3
conf/inc/2014,978-1-84102-373-1
conf/inc/2010,978-1-84102-259-8
conf/isccsp/2012,978-1-4673-0274-6
conf/coling/2016t,978-4-87974-704-4
conf/coling/1988,963-8431-56-3
conf/coling/2016d,978-4-87974-703-7
conf/coling/2008,978-1-905593-44-6
conf/coling/2016,978-4-87974-702-0
conf/coling/2014t,978-1-941643-28-0
conf/coling/2014d,978-1-941643-27-3
conf/coling/2014,978-1-941643-26-6
conf/rissef/2002,3-540-21179-9
conf/intellcomm/2005,978-0-387-29121-5
conf/intellcomm/2004,3-540-23893-X
conf/tepra/2012,978-1-4673-0855-7
conf/tepra/2013,978-1-4673-6223-8
conf/tepra/2014,978-1-4799-4606-8
conf/tepra/2015,978-1-4799-8757-3
conf/sisy/2012,978-1-4673-4751-8
conf/sisy/2016,978-1-5090-2866-5
conf/sisy/2013,978-1-4799-0303-0
conf/sisy/2014,978-1-4799-5996-9
conf/sisy/2015,978-1-4673-9388-1
conf/iwsec/2009,978-3-642-04845-6
conf/iwsec/2012,978-3-642-34116-8
conf/iwsec/2011,978-3-642-25140-5
conf/iwsec/2008,978-3-540-89597-8
conf/iwsec/2010s,978-4-915256-78-3
conf/iwsec/2016,978-3-319-44523-6
conf/iwsec/2006,3-540-47699-7
conf/iwsec/2007,978-3-540-75650-7
conf/iwsec/2013,978-3-642-41382-7
conf/iwsec/2014,978-3-319-09842-5
conf/iwsec/2015,978-3-319-22424-4
conf/iwsec/2010,978-3-642-16824-6
conf/iwic/2007,978-3-540-73999-9
conf/fit/2009,978-1-60558-642-7
conf/fit/2012,978-1-4673-4946-8
conf/fit/2011,978-1-4673-0209-8
conf/fit/2016,978-1-5090-5300-1
conf/fit/2013,978-1-4799-2293-2
conf/fit/2014,978-1-4799-7505-1
conf/fit/2015,978-1-4673-9666-0
conf/fit/2010,978-1-4503-0342-2
conf/icer/2009,978-1-60558-615-1
conf/icer/2012,978-1-4503-1604-0
conf/icer/2011,978-1-4503-0829-8
conf/icer/2008,978-1-60558-216-0
conf/icer/2005,1-59593-043-4
conf/icer/2016,978-1-4503-4449-4
conf/icer/2006,1-59593-494-4
conf/icer/2007,978-1-59593-841-1
conf/icer/2013,978-1-4503-2243-0
conf/icer/2014,978-1-4503-2755-8
conf/icer/2015,978-1-4503-3630-7
conf/icer/2010,978-1-4503-0257-9
conf/smile/1998,3-540-65310-4
conf/smile/2000,3-540-41845-8
conf/imecs/2006,988-98671-3-3
conf/imecs/2007,978-988-98671-4-0
conf/imecs/2007,978-988-98671-7-1
conf/iccbr/1999,3-540-66237-5
conf/iccbr/2009,978-3-642-02997-4
conf/iccbr/1998,3-540-64572-1
conf/iccbr/2003,3-540-40433-3
conf/iccbr/2001,3-540-42358-3
conf/iccbr/2012,978-3-642-32985-2
conf/iccbr/2011,978-3-642-23290-9
conf/iccbr/2005,3-540-28174-6
conf/iccbr/2016,978-3-319-47095-5
conf/iccbr/2007,978-3-540-74138-1
conf/iccbr/1995,3-540-60598-3
conf/iccbr/2013,
conf/iccbr/2017,978-3-319-61029-0
conf/iccbr/2017,978-3-319-61030-6
conf/iccbr/2014,978-3-319-11208-4
conf/iccbr/2015,978-3-319-24585-0
conf/iccbr/2010,978-3-642-14273-4
conf/iccbr/1997,3-540-63233-6
conf/iberamia/1998,3-540-64992-1
conf/iberamia/2012,978-3-642-34653-8
conf/iberamia/2008,978-3-540-88308-1
conf/iberamia/2002,3-540-00131-X
conf/iberamia/2016,978-3-319-47954-5
conf/iberamia/2006,3-540-45462-4
conf/iberamia/2014,978-3-319-12026-3
conf/iberamia/2010,978-3-642-16951-9
conf/iberamia/2004,3-540-23806-9
conf/biocomp/2009,1-60132-095-7
conf/biocomp/2008,1-60132-055-8
conf/biocomp/2007-2,1-60132-041-8
conf/biocomp/2006,1-60132-002-7
conf/biocomp/2007-1,1-60132-040-X
conf/biocomp/2010,1-60132-134-1
conf/romoco/2013,978-1-4673-5510-0
conf/romoco/2015,978-1-4799-7043-8
conf/romoco/2004,83-7143-272-0
conf/hsnmc/2003,3-540-40542-9
conf/hsnmc/2004,3-540-22262-6
conf/giae/2004,3-540-26296-2
conf/cadgraphics/2009,978-1-4244-3699-6
conf/cadgraphics/2011,978-1-4577-1079-7
conf/cadgraphics/2005,0-7695-2473-7
conf/cadgraphics/2007,978-1-4244-1579-3
conf/cadgraphics/2013,978-1-4799-2576-6
conf/cadgraphics/2015,978-1-4673-8020-1
conf/lcn/1988,0-8186-0891-9
conf/lcn/1999,0-7695-0309-8
conf/lcn/2015w,978-1-4673-6773-8
conf/lcn/2009,978-1-4244-4488-5
conf/lcn/1998,0-8186-8810-6
conf/lcn/2016w,978-1-5090-2347-9
conf/lcn/2003,0-7695-2037-5
conf/lcn/2001,0-7695-1321-2
conf/lcn/1993,0-8186-4510-5
conf/lcn/1989,0-8186-1968-6
conf/lcn/1991,0-8186-2370-5
conf/lcn/2012,
conf/lcn/2014w,978-1-4799-3782-0
conf/lcn/2011,
conf/lcn/2008,978-1-4244-2412-2
conf/lcn/2005,0-7695-2421-4
conf/lcn/1990,0-8186-2109-5
conf/lcn/2002,0-7695-1591-6
conf/lcn/1994,0-8186-6680-3
conf/lcn/2016,978-1-5090-2054-6
conf/lcn/2006,1-4244-0418-5
conf/lcn/2007,0-7695-3000-1
conf/lcn/2000,0-7695-0912-6
conf/lcn/2013w,978-1-4799-0540-9
conf/lcn/1995,0-8186-7162-9
conf/lcn/2012w,978-1-4673-2130-3
conf/lcn/2013,978-1-4799-0537-9
conf/lcn/2014,978-1-4799-3778-3
conf/lcn/2015,978-1-4673-6770-7
conf/lcn/2010,978-1-4244-8387-7
conf/lcn/1992,0-8186-3095-7
conf/lcn/1996,0-8186-7617-5
conf/lcn/1997,0-8186-8141-1
conf/lcn/2004,0-7695-2260-2
conf/apl/1998,1-58113-181-X
conf/apl/2003,1-58113-668-4
conf/apl/2000,1-58113-182-8
conf/ipsy/1987,0-444-88453-X
conf/ipsy/1988,3-540-52698-6
conf/ipsy/1989,0-444-88602-8
conf/ipsy/1986,3-540-18507-0
conf/ipsy/1986,0-387-18507-0
conf/mimi/2007,978-3-540-79489-9
conf/winsys/2009,978-989-674-008-5
conf/winsys/2011,978-989-8425-73-7
conf/winsys/2008,978-989-8111-61-6
conf/winsys/2016,978-989-758-196-0
conf/winsys/2006,972-8865-65-1
conf/winsys/2007,978-989-8111-14-2
conf/winsys/2014,978-989-758-047-5
conf/winsys/2015,978-989-758-119-9
conf/winsys/2010,978-989-8425-24-9
conf/3dtv/2012,978-1-4673-4904-8
conf/3dtv/2016,978-1-5090-3313-3
conf/3dtv/2013,978-1-4799-1369-5
conf/3dtv/2014,978-1-4799-4758-4
conf/3dtv/2015,978-1-4673-8090-4
conf/samt/2009,978-3-642-10542-5
conf/samt/2008,978-3-540-92234-6
conf/samt/2006,3-540-49335-2
conf/samt/2007,978-3-540-77033-6
conf/samt/2010,978-3-642-23016-5
conf/icycsee/2016-2,978-981-10-2097-1
conf/icycsee/2016-1,978-981-10-2052-0
conf/icycsee/2015,978-3-662-46247-8
conf/artcom/2009,978-0-7695-3845-7
conf/ukci/2012,978-1-4673-4391-6
conf/ukci/2016,978-3-319-46561-6
conf/algol/1970,0-7204-2045-8
conf/cbdar/2011,978-3-642-29363-4
conf/cbdar/2013,978-3-319-05166-6
conf/nfm/2012,978-3-642-28890-6
conf/nfm/2011,978-3-642-20397-8
conf/nfm/2016,978-3-319-40647-3
conf/nfm/2013,978-3-642-38087-7
conf/nfm/2013,978-3-642-38088-4
conf/nfm/2017,978-3-319-57287-1
conf/nfm/2017,978-3-319-57288-8
conf/nfm/2014,978-3-319-06199-3
conf/nfm/2015,978-3-319-17523-2
conf/acssc/2012,978-1-4673-5050-1
conf/acssc/2011,978-1-4673-0321-7
conf/acssc/2016,978-1-5386-3954-2
conf/acssc/2013,978-1-4799-2390-8
conf/acssc/2014,978-1-4799-8297-4
conf/acssc/2015,978-1-4673-8576-3
conf/vriphys/2009,978-3-905673-73-9
conf/vriphys/2012,978-3-905673-96-8
conf/vriphys/2008,978-3-905673-70-8
conf/vriphys/2006,3-905673-61-4
conf/vriphys/2007,978-3-905673-65-4
conf/vriphys/2013,978-3-905674-57-6
conf/vriphys/2014,978-3-905674-71-2
conf/vriphys/2015,978-3-905674-98-9
conf/vriphys/2010,978-3-905673-78-4
conf/ibm/1987,3-540-18928-9
conf/ibm/1980,3-540-11604-4
conf/ibm/1988,3-540-50011-1
conf/ibm/1988,0-387-50011-1
conf/ibm/1987wrx,3-540-19216-6
conf/ibm/1974,3-540-07131-8
conf/ibm/1989,3-540-53082-7
conf/ibm/1989,0-387-53082-7
conf/ibm/1976,3-540-08141-0
conf/ibm/1975,3-540-07612-3
conf/ibm/1975,0387076123
conf/ibm/1990,3-540-53397-4
conf/ibm/1983,3-540-12273-7
conf/ibm/1983,0-387-12273-7
conf/ibm/1979,3-540-09763-5
conf/ibm/1984,3-540-13378-X
conf/ibm/1984,0-387-13378-X
conf/ibm/1986,3-540-17707-8
conf/icatech/2009,978-1-4244-4220-1
conf/icatech/2009,978-1-4244-4221-8
conf/icatech/2011,978-1-4577-0744-5
conf/icatech/2013,978-1-4799-0431-0
conf/icatech/2015,978-1-4673-8146-8
conf/flops/1999,3-540-66677-X
conf/flops/2012,978-3-642-29821-9
conf/flops/2008,978-3-540-78968-0
conf/flops/2002,3-540-44233-2
conf/flops/2016,978-3-319-29603-6
conf/flops/2006,3-540-33438-6
conf/flops/2014,978-3-319-07150-3
conf/flops/2010,978-3-642-12250-7
conf/flops/2004,3-540-21402-X
conf/ease/2012,978-1-84919-541-6
conf/ease/2016,978-1-4503-3691-8
conf/ease/2013,978-1-4503-1848-8
conf/ease/2017,978-1-4503-4804-1
conf/ease/2014,978-1-4503-2476-2
conf/ease/2015,978-1-4503-3350-4
conf/ltconf/2009,978-3-642-20094-6
conf/ltconf/2011,978-3-319-08957-7
conf/ltconf/2007,978-3-642-04234-8
conf/ltconf/2013,978-3-319-43807-8
conf/iwcm/2004,978-3-540-69864-7
conf/hrpr/2010,978-3-642-19384-2
conf/fates/2003,3-540-20894-1
conf/fates/2005,3-540-34454-3
conf/fates/2006,3-540-49699-8
conf/fates/2004,3-540-25109-X
conf/dec/2016,978-3-88579-652-7
conf/dec/2015,978-3-88579-638-1
conf/mobicom/2010chants,978-1-4503-0139-8
conf/mobicom/2016vlcs,978-1-4503-4253-7
conf/mobicom/2016hotwireless,978-1-4503-4251-3
conf/mobicom/2014spme,978-1-4503-3075-6
conf/mobicom/2010vanet,978-1-4503-0145-9
conf/mobicom/2008winsdr,978-1-60558-190-3
conf/mobicom/2008vanet,978-1-60558-191-0
conf/mobicom/1999,1-58113-142-9
conf/mobicom/2015hotplanet,978-1-4503-3534-8
conf/mobicom/2009,978-1-60558-702-8
conf/mobicom/1998,1-58113-035-X
conf/mobicom/2004vanet,1-58113-922-5
conf/mobicom/2015hotwireless,978-1-4503-3699-4
conf/mobicom/2006vanet,1-59593-540-1
conf/mobicom/2016wintech,978-1-4503-4252-0
conf/mobicom/2003,1-58113-753-2
conf/mobicom/2001,1-58113-422-3
conf/mobicom/2015smartobjects,978-1-4503-3535-5
conf/mobicom/2015srif,978-1-4503-3532-4
conf/mobicom/2008chants,978-1-60558-186-6
conf/mobicom/2007wintech,978-1-59593-738-4
conf/mobicom/2013crab,978-1-4503-2368-0
conf/mobicom/2012,978-1-4503-1159-5
conf/mobicom/2007wuwnet,978-1-59593-736-0
conf/mobicom/2011,978-1-4503-0492-4
conf/mobicom/2008melt,978-1-60558-189-7
conf/mobicom/2011s3,978-1-4503-0868-7
conf/mobicom/2013lcdnet,978-1-4503-2365-9
conf/mobicom/2009vanet,978-1-60558-737-0
conf/mobicom/2008,978-1-60558-096-8
conf/mobicom/2015mcs,978-1-4503-3545-4
conf/mobicom/2009chants,978-1-60558-741-7
conf/mobicom/2014vlcs,978-1-4503-3067-1
conf/mobicom/2002,1-58113-486-X
conf/mobicom/2002wsna,1-58113-589-0
conf/mobicom/2014hotwireless,978-1-4503-3076-3
conf/mobicom/2014s3,978-1-4503-3073-2
conf/mobicom/2013wintech,978-1-4503-2364-2
conf/mobicom/2016carsys,978-1-4503-4250-6
conf/mobicom/2007sanet,978-1-59593-735-3
conf/mobicom/2007vanet,978-1-59593-739-1
conf/mobicom/2016atc,978-1-4503-4249-0
conf/mobicom/2013misenet,978-1-4503-2367-3
conf/mobicom/2010s3,978-1-4503-0144-2
conf/mobicom/2015s3,978-1-4503-3701-4
conf/mobicom/2016,978-1-4503-4226-1
conf/mobicom/2009coronet,978-1-60558-738-7
conf/mobicom/2004wac,1-58113-920-9
conf/mobicom/2006,1-59593-286-0
conf/mobicom/2016chants,978-1-4503-4256-8
conf/mobicom/2012chants,978-1-4503-1284-4
conf/mobicom/2005vanet,1-59593-141-4
conf/mobicom/2007,978-1-59593-681-3
conf/mobicom/2000,1-58113-197-6
conf/mobicom/2011chants,978-1-4503-0870-0
conf/mobicom/2008wuwnet,978-1-60558-185-9
conf/mobicom/1995,0-89791-814-2
conf/mobicom/2014wintech,978-1-4503-3072-5
conf/mobicom/2013,978-1-4503-1999-7
conf/mobicom/2016s3,978-1-4503-4255-1
conf/mobicom/2015chants,978-1-4503-3543-0
conf/mobicom/2015vlcs,978-1-4503-3702-1
conf/mobicom/2014,978-1-4503-2783-1
conf/mobicom/2013chants,978-1-4503-2363-5
conf/mobicom/2015,978-1-4503-3619-2
conf/mobicom/2016smartobjects,978-1-4503-4254-4
conf/mobicom/2008wintech,978-1-60558-187-3
conf/mobicom/2010,978-1-4503-0181-7
conf/mobicom/1996,0-89791-872-X
conf/mobicom/1997,0-89791-988-2
conf/mobicom/2007chants,978-1-59593-737-7
conf/mobicom/2004,1-58113-868-7
conf/mobicom/2006wuwnet,1-59593-484-7
conf/drmtics/2005,3-540-35998-2
conf/nc/1998,3-906454-14-2
conf/discex/2003,0-7695-1897-4
conf/icsh/2016,978-3-319-59857-4
conf/icsh/2016,978-3-319-59858-1
conf/icsh/2013,978-3-642-39843-8
conf/icsh/2014,978-3-319-08415-2
conf/icsh/2015,978-3-319-29174-1
conf/ngmast/2012,978-1-4673-2598-1
conf/ngmast/2011,978-1-4577-1080-3
conf/ngmast/2016,978-1-5090-0949-7
conf/ngmast/2014,978-1-4799-5073-7
conf/ngmast/2015,978-1-4799-8660-6
conf/igarss/2009,978-1-4244-3395-7
conf/igarss/2012,978-1-4673-1160-1
conf/igarss/2011,978-1-4577-1003-2
conf/igarss/2008,978-1-4244-2808-3
conf/igarss/2005,0-7803-9050-4
conf/igarss/2016,978-1-5090-3332-4
conf/igarss/2006,0-7803-9509-3
conf/igarss/2006,0-7803-9510-7
conf/igarss/2007,1-4244-1212-9
conf/igarss/2013,978-1-4799-1114-1
conf/igarss/2015,978-1-4799-7929-5
conf/igarss/2010,978-1-4244-9566-5
conf/igarss/2004,0-7803-8742-2
conf/lcr/1998,3-540-65172-1
conf/lcr/2000,3-540-41185-2
conf/cira/1999,0-7803-5806-6
conf/cira/2009,978-1-4244-4808-1
conf/cira/2003,0-7803-7866-0
conf/cira/2001,0-7803-7203-4
conf/cira/2005,0-7803-9355-4
conf/cira/2007,1-4244-0790-7
conf/cira/1997,0-8186-8138-1
conf/ictac/2009,978-3-642-03465-7
conf/ictac/2013s,978-3-642-39720-2
conf/ictac/2012,978-3-642-32942-5
conf/ictac/2011,978-3-642-23282-4
conf/ictac/2005,3-540-29107-5
conf/ictac/2016,978-3-319-46749-8
conf/ictac/2006,3-540-48815-4
conf/ictac/2007,978-3-540-75290-5
conf/ictac/2013,978-3-642-39717-2
conf/ictac/2014,978-3-319-10881-0
conf/ictac/2015,978-3-319-25149-3
conf/ictac/2010,978-3-642-14807-1
conf/ictac/2004,3-540-25304-1
conf/gameon/2009,978-90-77381-53-3
conf/gameon/2003,9-0773-8105-8
conf/gameon/2008,978-90-77381-45-8
conf/gameon/2007,978-90-77381-37-3
conf/dfma/2005,0-7695-2273-4
conf/podp/1996,3-540-63620-X
conf/mlsp/2012,978-1-4673-1024-6
conf/mlsp/2011,978-1-4577-1621-8
conf/mlsp/2016,978-1-5090-0746-2
conf/mlsp/2015,978-1-4673-7454-5
conf/dms/2012,1-891706-32-2
conf/dms/2011,1-891706-30-6
conf/dms/2005,1-891706-17-9
conf/dms/2016,1-891706-40-3
conf/dms/2013,1-891706-34-9
conf/dms/2015,1-891706-38-1
conf/dms/2010,1-891706-28-4
conf/cnhpca/2009,978-3-642-11841-8
conf/cnhpca/2015,978-3-319-32556-9
conf/cogart/2011,978-1-4503-0912-7
conf/quantumcomm/2009,978-3-642-11730-5
conf/wccce/2016,978-1-4503-4355-8
conf/wccce/2014,978-1-4503-2899-9
conf/emisa/1987,3-540-18052-4
conf/emisa/1999,3-519-00275-2
conf/emisa/2009,978-3-88579-246-8
conf/emisa/2012,978-3-88579-600-8
conf/emisa/2011,978-3-88579-284-0
conf/emisa/2005,3-88579-404-7
conf/emisa/2002,3-88579-350-4
conf/emisa/2006,978-3-88579-189-8
conf/emisa/2007,978-3-88579-213-0
conf/emisa/2013,978-3-88579-616-9
conf/emisa/2014,978-3-88579-628-2
conf/emisa/2015,978-3-88579-642-8
conf/emisa/2010,978-3-88579-266-6
conf/emisa/2004,3-88579-385-7
conf/cars/1999,0-444-50290-4
conf/cars/2003,0-444-51387-6
conf/cars/2001,0-444-50866-X
conf/cars/2000,0-444-50536-9
conf/cars/2004,0-444-51731-6
conf/ctrs/1987,3-540-19242-5
conf/ctrs/1990,3-540-54317-1
conf/ctrs/1994,3-540-60381-6
conf/ctrs/1992,3-540-56393-8
conf/ifip5-10/1993,0-444-81496-5
conf/ifip5-10/1991,978-4-431-68149-6
conf/ifip5-10/1991,978-4-431-68147-2
conf/ifip5-10/1993micg,978-3-642-78116-2
conf/ifip5-10/1993micg,978-3-642-78114-8
conf/xsede/2016,978-1-4503-4755-6
conf/xsede/2013,978-1-4503-2170-9
conf/xsede/2017,978-1-4503-5272-7
conf/xsede/2014,978-1-4503-2893-7
conf/xsede/2015,978-1-4503-3720-5
conf/coolchips/2012,978-1-4673-1201-1
conf/coolchips/2016,978-1-5090-1386-9
conf/coolchips/2013,978-1-4673-5780-7
conf/coolchips/2017,978-1-5386-3828-6
conf/coolchips/2014,978-1-4799-3810-0
conf/coolchips/2015,978-1-4673-7325-8
conf/sg/2009,978-3-642-02114-5
conf/sg/2003,3-540-40557-7
conf/sg/2011,978-3-642-22570-3
conf/sg/2008,978-3-540-85410-4
conf/sg/2005,3-540-28179-7
conf/sg/2006,3-540-36293-2
conf/sg/2007,978-3-540-73213-6
conf/sg/2014,978-3-319-11649-5
conf/sg/2015,978-3-319-53837-2
conf/sg/2010,978-3-642-13543-9
conf/sg/2004,3-540-21977-3
conf/deec/2005,0-7695-2401-X
conf/deec/2006,3-540-35440-9
conf/deec/2007,978-1-59593-856-5
conf/is/2012,978-1-4673-2276-8
conf/is/2014-1,978-3-319-11312-8
conf/is/2016,978-1-5090-1354-8
conf/is/2010,978-1-4244-5164-7
conf/is/2014-2,978-3-319-11309-8
conf/vbc/1996,3-540-61649-7
conf/aina/2009w,978-0-7695-3639-2
conf/aina/2015w,978-1-4799-1775-4
conf/aina/2009,978-0-7695-3638-5
conf/aina/2016w,978-1-5090-2461-2
conf/aina/2003,0-7695-1906-7
conf/aina/2012,978-1-4673-0714-7
conf/aina/2011w,978-0-7695-4338-3
conf/aina/2017w,978-1-5090-6231-7
conf/aina/2005,0-7695-2249-1
conf/aina/2016,978-1-5090-1857-4
conf/aina/2006,0-7695-2466-4
conf/aina/2010w,978-0-7695-4019-1
conf/aina/2013w,978-1-4673-6239-9
conf/aina/2012w,978-1-4673-0867-0
conf/aina/2013,978-1-4673-5550-6
conf/aina/2017,978-1-5090-6029-0
conf/aina/2015,978-1-4799-7905-9
conf/aina/2010,978-0-7695-4018-4
conf/aina/2004,0-7695-2051-0
conf/imaging/2009,978-0-89208-288-9
conf/imaging/1998,0-89208-213-5
conf/imaging/2003,0-89208-248-8
conf/imaging/2001,0-89208-235-6
conf/imaging/1993,0-89208-174-0
conf/imaging/2012,978-0-89208-303-9
conf/imaging/2011,978-0-89208-297-1
conf/imaging/2008,978-0-89208-281-0
conf/imaging/2005,0-89208-259-3
conf/imaging/2002,0-89208-241-0
conf/imaging/1994,0-89208-180-5
conf/imaging/2006,0-89208-291-7
conf/imaging/2007,978-0-89208-275-9
conf/imaging/2000,0-89208-231-3
conf/imaging/1995,0-89208-188-0
conf/imaging/2010,978-0-89208-294-0
conf/imaging/1996,0-89208-196-1
conf/imaging/1997,0-89208-206-2
conf/imaging/2004,0-89208-254-2
conf/acosis/2016,978-1-5090-6227-0
conf/icdcn/2009,978-3-540-92294-0
conf/icdcn/2011,978-3-642-17678-4
conf/icdcn/2008,978-3-540-77443-3
conf/icdcn/2016,978-1-4503-4032-8
conf/icdcn/2006,3-540-68139-6
conf/icdcn/2013,978-3-642-35667-4
conf/icdcn/2013,978-3-642-35668-1
conf/icdcn/2017,978-1-4503-4839-3
conf/icdcn/2015,978-1-4503-2928-6
conf/icdcn/2010,978-3-642-11321-5
conf/mindtrek/2009,978-1-60558-633-5
conf/mindtrek/2012,978-1-4503-1637-8
conf/mindtrek/2011,978-1-4503-0816-8
conf/mindtrek/2008,978-1-60558-197-2
conf/mindtrek/2016,978-1-4503-4367-1
conf/mindtrek/2013,978-1-4503-1992-8
conf/mindtrek/2014,978-1-4503-3006-0
conf/mindtrek/2010,978-1-4503-0011-7
conf/asst/1987,3-540-18401-5
conf/asst/1990,3-540-53124-6
conf/rtss/1987,0-8186-0815-3
conf/rtss/1988,0-8186-4894-5
conf/rtss/1999,0-7695-0475-2
conf/rtss/2009,978-0-7695-3875-4
conf/rtss/1998,0-8186-9212-X
conf/rtss/2003,0-7695-2044-8
conf/rtss/2001,0-7695-1420-0
conf/rtss/1993,0-8186-4480-X
conf/rtss/1989,0-8186-2004-8
conf/rtss/1991,0-8186-2450-7
conf/rtss/2012,978-1-4673-3098-5
conf/rtss/2011,978-1-4577-2000-0
conf/rtss/2008,978-0-7695-3477-0
conf/rtss/2005,0-7695-2490-7
conf/rtss/1990,0-8186-2112-5
conf/rtss/2002,0-7695-1851-6
conf/rtss/1994,0-8186-6600-5
conf/rtss/2016,
conf/rtss/2006,0-7695-2761-2
conf/rtss/2007,0-7695-3062-1
conf/rtss/2000,0-7695-0900-2
conf/rtss/1995,0-8186-7337-0
conf/rtss/2013,978-1-4799-2006-8
conf/rtss/1986,0-8186-0749-1
conf/rtss/1985,0-8186-0675-4
conf/rtss/2014,978-1-4799-7287-6
conf/rtss/2015,978-1-4673-9507-6
conf/rtss/2010,978-0-7695-4298-0
conf/rtss/1992,0-8186-3195-3
conf/rtss/1996,0-8186-7689-2
conf/rtss/1997,0-8186-8268-X
conf/rtss/2004,0-7695-2247-5
conf/hsc/2009,978-1-61738-587-2
conf/ecmr/2009,978-953-6037-54-4
conf/ecmr/2013,978-1-4799-0263-7
conf/ecmr/2015,978-1-4673-9163-4
conf/ocl/2002,3-540-43169-1
conf/plisp/1989,3-540-52782-6
conf/scivis/2015,978-1-4673-9785-8
conf/sigite/2009,978-1-60558-765-3
conf/sigite/2003,1-58113-770-2
conf/sigite/2012,978-1-4503-1464-0
conf/sigite/2011,978-1-4503-1017-8
conf/sigite/2008,978-1-60558-329-7
conf/sigite/2005,1-59593-252-6
conf/sigite/2006,1-59593-521-5
conf/sigite/2007,978-1-59593-920-3
conf/sigite/2013,978-1-4503-2239-3
conf/sigite/2014,978-1-4503-2686-5
conf/sigite/2015,978-1-4503-3835-6
conf/sigite/2010,978-1-4503-0343-9
conf/sigite/2004,1-58113-936-5
conf/sinobiometrics/2004,3-540-24029-2
conf/vorgehensmodelle/2013,978-3-88579-618-3
conf/vorgehensmodelle/2014,978-3-88579-630-5
conf/vorgehensmodelle/2015,978-3-88579-644-2
conf/or/2012,978-3-319-00794-6
conf/or/2012,978-3-319-00795-3
conf/or/2011,978-3-642-29209-5
conf/or/2011,978-3-642-29210-1
conf/or/2005,978-3-540-32537-6
conf/or/2002,978-3-540-00387-8
conf/or/2002,978-3-642-55537-4
conf/or/2007,978-3-540-77902-5
conf/or/2013,978-3-319-07000-1
conf/or/2013,978-3-319-07001-8
conf/or/2014,978-3-319-28695-2
conf/or/2014,978-3-319-28697-6
conf/or/2015,978-3-319-42901-4
conf/or/2015,978-3-319-42902-1
conf/or/2010,978-3-642-20008-3
conf/or/2010,978-3-642-20009-0
conf/or/2004,978-3-540-24274-1
conf/icmas/1998,0-8186-8500-X
conf/icmas/2000,0-7695-0625-9
conf/icmas/1995,0-262-62102-9
conf/spawc/2012,978-1-4673-0970-7
conf/spawc/2016,978-1-5090-1749-2
conf/spawc/2013,978-1-4673-5577-3
conf/spawc/2014,978-1-4799-4903-8
conf/spawc/2015,978-1-4799-1931-4
conf/iwocl/2016,978-1-4503-4338-1
conf/iwocl/2014,978-1-4503-3007-7
conf/iwocl/2015,978-1-4503-3484-6
conf/ichl/2009,978-3-642-03696-5
conf/ichl/2012,978-3-642-32017-0
conf/ichl/2011,978-3-642-22762-2
conf/ichl/2008,978-3-540-85169-1
conf/ichl/2013,978-3-642-39749-3
conf/ichl/2014,978-3-319-08960-7
conf/ichl/2015,978-3-319-20620-2
conf/ichl/2010,978-3-642-14656-5
conf/wcsp/2012,978-1-4673-5830-9
conf/wcsp/2011,978-1-4577-1009-4
conf/wcsp/2016,978-1-5090-2860-3
conf/wcsp/2013,978-1-4799-0308-5
conf/wcsp/2014,978-1-4799-7339-2
conf/wcsp/2015,978-1-4673-7687-7
conf/tes/2003,3-540-20052-5
conf/tes/2001,3-540-42565-9
conf/tes/2005,3-540-31067-3
conf/tes/2002,3-540-44110-7
conf/tes/2004,3-540-25049-2
conf/woc/2006,0-88986-565-5
conf/iscis/2003,3-540-20409-1
conf/iscis/2012,978-1-4471-4593-6
conf/iscis/2012,978-1-4471-4594-3
conf/iscis/2011,978-1-4471-2154-1
conf/iscis/2005,3-540-29414-7
conf/iscis/2016,978-3-319-47216-4
conf/iscis/2006,3-540-47242-8
conf/iscis/2013,978-3-319-01603-0
conf/iscis/2014,978-3-319-09464-9
conf/iscis/2015,978-3-319-22634-7
conf/iscis/2004,3-540-23526-4
conf/rv/2009,978-3-642-04693-3
conf/rv/2012,978-3-642-35631-5
conf/rv/2012,978-3-642-35632-2
conf/rv/2011,978-3-642-29859-2
conf/rv/2008,978-3-540-89246-5
conf/rv/2016,978-3-319-46981-2
conf/rv/2007,978-3-540-77394-8
conf/rv/2013,978-3-642-40786-4
conf/rv/2014,978-3-319-11163-6
conf/rv/2015,978-3-319-23819-7
conf/rv/2010,978-3-642-16611-2
conf/rules/93,3-540-19846-6
conf/rules/93,0-387-19846-6
conf/rules/95,3-540-60365-4
conf/rules/1997,3-540-63516-5
conf/aafd/2012,9782705688387
conf/aafd/2008,978-2-85428-899-5
conf/aafd/2006,978-2-85428-808-7
conf/aafd/2010,978-2-70568-221-7
conf/eurocolt/1999,3-540-65701-0
conf/eurocolt/1995,3-540-59119-2
conf/eurocolt/1997,3-540-62685-9
conf/ssd/2009,978-3-642-02981-3
conf/ssd/93,3-540-56869-7
conf/ssd/2003,3-540-40535-6
conf/ssd/2001,3-540-42301-X
conf/ssd/2011,978-3-642-22921-3
conf/ssd/2005,3-540-28127-4
conf/ssd/99,3-540-66247-2
conf/ssd/95,3-540-60159-7
conf/ssd/89,3-540-52208-5
