AUTHOR_KEY,AUTHOR_NAME,AUTHOR_AUX,AUTHOR_BIBTEX,AUTHOR_ORCID
reference/dmkdh/RatanamahatanaLGKVD10,Jessica Lin 0001,,,
reference/dmkdh/RatanamahatanaLGKVD10,Dimitrios Gunopulos,,,
reference/dmkdh/RatanamahatanaLGKVD10,Eamonn J. Keogh,,,
reference/dmkdh/RatanamahatanaLGKVD10,Michail Vlachos,,,0000-0003-1008-5290
reference/dmkdh/RatanamahatanaLGKVD10,Gautam Das,,,
reference/dmkdh/GaberZK10,Mohamed Medhat Gaber,,,0000-0003-0339-4474
reference/dmkdh/GaberZK10,Arkady B. Zaslavsky,,,
reference/dmkdh/GaberZK10,Shonali Krishnaswamy,,,
reference/dmkdh/Grzymala-BusseG10,Jerzy W. Grzymala-Busse,,,
reference/dmkdh/Grzymala-BusseG10,Witold J. Grzymala-Busse,,,
reference/dmkdh/Hoppner10,Frank Höppner,,,
reference/dmkdh/MaimonR10,Oded Maimon,,,
reference/dmkdh/MaimonR10,Lior Rokach,,,
reference/dmkdh/HalkidiV10,Maria Halkidi,,,
reference/dmkdh/HalkidiV10,Michalis Vazirgiannis,,,
reference/dmkdh/BoulicautM10,Jean-François Boulicaut,,,
reference/dmkdh/BoulicautM10,Cyrille Masson,,,
reference/dmkdh/LinL10,Tsau Young Lin,,,
reference/dmkdh/LinL10,,,,
reference/dmkdh/Rokach10,Lior Rokach,,,
reference/dmkdh/YaoBH10,Hong Yao,,,
reference/dmkdh/YaoBH10,Cory J. Butz,,,
reference/dmkdh/YaoBH10,Howard J. Hamilton,,,
reference/dmkdh/ZhangZ10,Zhongfei (Mark) Zhang,,,
reference/dmkdh/ZhangZ10,Ruofei Zhang,,,
reference/dmkdh/WangY10,Wei Wang 0010,,,
reference/dmkdh/WangY10,Jiong Yang,,,
reference/dmkdh/ChiziM10,Barak Chizi,,,
reference/dmkdh/ChiziM10,Oded Maimon,,,
reference/dmkdh/Berk10,Richard A. Berk,,,
reference/dmkdh/ShekharZH10,Shashi Shekhar,,,
reference/dmkdh/ShekharZH10,Pusheng Zhang,,,
reference/dmkdh/ShekharZH10,Yan Huang 0002,,,
reference/dmkdh/RokachM10b,Lior Rokach,,,
reference/dmkdh/RokachM10b,Oded Maimon,,,
reference/dmkdh/TsoumakasKV10,Grigorios Tsoumakas,,,0000-0002-7879-669X
reference/dmkdh/TsoumakasKV10,Ioannis Katakis,,,
reference/dmkdh/TsoumakasKV10,Ioannis P. Vlahavas,,,
reference/dmkdh/Ben-Gal10,Irad Ben-Gal,,,
reference/dmkdh/KovalerchukV10,Boris Kovalerchuk,,,
reference/dmkdh/KovalerchukV10,Evgenii Vityaev,,,
reference/dmkdh/KisilevichMNR10,Slava Kisilevich,,,
reference/dmkdh/KisilevichMNR10,Florian Mansmann,,,
reference/dmkdh/KisilevichMNR10,Mirco Nanni,,,
reference/dmkdh/KisilevichMNR10,Salvatore Rinzivillo,,,
reference/dmkdh/SinghalJ10,Anoop Singhal,,,
reference/dmkdh/SinghalJ10,Sushil Jajodia,,,
reference/dmkdh/Grzymala-Busse10,Jerzy W. Grzymala-Busse,,,
reference/dmkdh/LavracZ10,Nada Lavrac,,,
reference/dmkdh/LavracZ10,Blaz Zupan,,,
reference/dmkdh/ZhangS10,Qingyu Zhang,,,
reference/dmkdh/ZhangS10,Richard S. Segall,,,
reference/dmkdh/Donoho10,Steve Donoho,,,
reference/dmkdh/VilaltaGB10,Ricardo Vilalta,,,
reference/dmkdh/VilaltaGB10,Christophe G. Giraud-Carrier,,,
reference/dmkdh/VilaltaGB10,Pavel Brazdil,,,
reference/dmkdh/LiMO10,Tao Li,,,
reference/dmkdh/LiMO10,Sheng Ma,,,
reference/dmkdh/LiMO10,Mitsunori Ogihara,,,
reference/dmkdh/RokachM10,Lior Rokach,,,
reference/dmkdh/RokachM10,Oded Maimon,,,
reference/dmkdh/MaimonC10,Oded Maimon,,,
reference/dmkdh/MaimonC10,Shahar Cohen,,,
reference/dmkdh/Moyle10,Steve Moyle,,,
reference/dmkdh/Goethals10,Bart Goethals,,,0000-0001-9327-9554
reference/dmkdh/FrankHHKPWT10,Eibe Frank,,,
reference/dmkdh/FrankHHKPWT10,Mark A. Hall,,,
reference/dmkdh/FrankHHKPWT10,Geoffrey Holmes,,,
reference/dmkdh/FrankHHKPWT10,Richard Kirkby,,,
reference/dmkdh/FrankHHKPWT10,Bernhard Pfahringer,,,
reference/dmkdh/FrankHHKPWT10,Ian H. Witten,,,
reference/dmkdh/FrankHHKPWT10,Len Trigg,,,
reference/dmkdh/Giudici10,Paolo Giudici,,,
reference/dmkdh/Geurts10,Pierre Geurts,,,
reference/dmkdh/Chawla10,Nitesh V. Chawla,,,
reference/dmkdh/BarbaraC10,Daniel Barbará,,,
reference/dmkdh/BarbaraC10,Ping Chen,,,
reference/dmkdh/Dzeroski10,Saso Dzeroski,,,
reference/dmkdh/MaimonB10,Oded Maimon,,,
reference/dmkdh/MaimonB10,Abel Browarnik,,,
reference/dmkdh/Torra10,Vicenç Torra,,,
reference/dmkdh/Furnkranz10,Johannes Fürnkranz,,,
reference/dmkdh/Sahar10,Sigal Sahar,,,
reference/dmkdh/BoulicautJ10,Jean-François Boulicaut,,,
reference/dmkdh/BoulicautJ10,Baptiste Jeudy,,,
reference/dmkdh/RiminiM10,Noa Ruschin Rimini,,,
reference/dmkdh/RiminiM10,Oded Maimon,,,
reference/dmkdh/OikonomakouV10,Nora Oikonomakou,,,
reference/dmkdh/OikonomakouV10,Michalis Vazirgiannis,,,
reference/dmkdh/Ben-DovF10,Moty Ben-Dov,,,
reference/dmkdh/Ben-DovF10,Ronen Feldman,,,
reference/dmkdh/WangYH10,Haixun Wang,,,
reference/dmkdh/WangYH10,Philip S. Yu,,,
reference/dmkdh/WangYH10,Jiawei Han 0001,,,
reference/dmkdh/Rokach10b,Lior Rokach,,,
reference/dmkdh/Thearling10,Kurt H. Thearling,,,
reference/dmkdh/MaleticM10,Jonathan I. Maletic,,,
reference/dmkdh/MaleticM10,Andrian Marcus,,,
reference/dmkdh/Singh10,Gautam B. Singh,,,
reference/dmkdh/Zhang10,G. Peter Zhang,,,
reference/dmkdh/DasA10,Swagatam Das,,,
reference/dmkdh/DasA10,Ajith Abraham,,,
reference/dmkdh/RokachM10a,Lior Rokach,,,
reference/dmkdh/RokachM10a,Oded Maimon,,,
reference/dmkdh/NematiB10,Hamid R. Nemati,,,
reference/dmkdh/NematiB10,Christopher D. Barko,,,
reference/dmkdh/CongiustaTT10,Antonio Congiusta,,,
reference/dmkdh/CongiustaTT10,Domenico Talia,,,
reference/dmkdh/CongiustaTT10,Paolo Trunfio,,,
reference/dmkdh/Shmilovici10,Armin Shmilovici,,,
reference/dmkdh/Weiss10,Gary M. Weiss,,,
reference/dmkdh/Torra10a,Vicenç Torra,,,
reference/dmkdh/Rokach10a,Lior Rokach,,,
reference/crypt/Canniere05j,Christophe De Cannière,,,
reference/crypt/Venkatakrishnan11,V. N. Venkatakrishnan,,,
reference/crypt/Krawczyk11,Hugo Krawczyk,,,
reference/crypt/Bosselaers05,Antoon Bosselaers,,,
reference/crypt/Kaliski05r,Burton S. Kaliski Jr.,,,
reference/crypt/Landrock05c,Peter Landrock,,,
reference/crypt/Bleumer11x,Gerrit Bleumer,,,
reference/crypt/Handschuh11b,Helena Handschuh,,,
reference/crypt/Preneel11l,Bart Preneel,,,
reference/crypt/Just05c,Mike Just,,,0000-0002-9669-5067
reference/crypt/Vauclair11b,Marc Vauclair,,,
reference/crypt/Bauer05o,Friedrich L. Bauer,,,
reference/crypt/Contini11,Scott Contini,,,
reference/crypt/RivestK11,Ronald L. Rivest,,,
reference/crypt/RivestK11,Burt Kaliski,,,
reference/crypt/Durfee11,Glenn Durfee,,,
reference/crypt/Kaliski05c,,,,
reference/crypt/Preneel11,Bart Preneel,,,
reference/crypt/Gordon11,Daniel M. Gordon,,,
reference/crypt/Kirda11a,Engin Kirda,,,
reference/crypt/Pointcheval11,David Pointcheval,,,
reference/crypt/HankersonM11e,Darrel Hankerson,,,
reference/crypt/HankersonM11e,Alfred Menezes,,,
reference/crypt/Caddy11d,Tom Caddy,,,
reference/crypt/Cronin11,Eric Cronin,,,
reference/crypt/BiryukovC05,Alex Biryukov,,,
reference/crypt/BiryukovC05,Christophe De Cannière,,,
reference/crypt/Landrock05e,Peter Landrock,,,
reference/crypt/Biryukov05k,Alex Biryukov,,,
reference/crypt/Adams11k,Carlisle Adams,,,
reference/crypt/StolfoBS11,Salvatore J. Stolfo,,,
reference/crypt/StolfoBS11,Brian M. Bowen,,,
reference/crypt/StolfoBS11,Malek Ben Salem,,,
reference/crypt/Ardagna11b,Claudio Agostino Ardagna,,,
reference/crypt/Gorla11,Elisa Gorla,,,
reference/crypt/Kaliski05p,Burton S. Kaliski Jr.,,,
reference/crypt/Boneh05a,Dan Boneh,,,
reference/crypt/Biryukov05a,Alex Biryukov,,,
reference/crypt/Biryukov11q,Alex Biryukov,,,
reference/crypt/Millen11a,Jonathan K. Millen,,,
reference/crypt/Paulus05,Sachar Paulus,,,
reference/crypt/Helleseth05d,Tor Helleseth,,,
reference/crypt/Bleumer05h,Gerrit Bleumer,,,
reference/crypt/Bleumer11m,Gerrit Bleumer,,,
reference/crypt/Micciancio11a,Daniele Micciancio,,,
reference/crypt/Bauer11s,Friedrich L. Bauer,,,
reference/crypt/Biryukov11ab,Alex Biryukov,,,
reference/crypt/Zuccherato11c,Robert J. Zuccherato,,,
reference/crypt/Caddy05d,Tom Caddy,,,
reference/crypt/Bleumer05xa,Gerrit Bleumer,,,
reference/crypt/Adams11h,Carlisle Adams,,,
reference/crypt/Boneh05c,Dan Boneh,,,
reference/crypt/Videau11a,Marion Videau,,,
reference/crypt/Tibouchi11a,Mehdi Tibouchi,,,0000-0002-2736-2963
reference/crypt/Bauer11n,Friedrich L. Bauer,,,
reference/crypt/DesmedtJ11a,Yvo Desmedt,,,
reference/crypt/DesmedtJ11a,Goce Jakimoski,,,
reference/crypt/CanettiV11,Ran Canetti,,,
reference/crypt/CanettiV11,Mayank Varia,,,
reference/crypt/Ardagna11a,Claudio Agostino Ardagna,,,
reference/crypt/Canteaut05i,Anne Canteaut,,,
reference/crypt/Kaliski11o,Burt Kaliski,,,
reference/crypt/Adams05b,Carlisle Adams,,,
reference/crypt/BiryukovC05a,Alex Biryukov,,,
reference/crypt/BiryukovC05a,Christophe De Cannière,,,
reference/crypt/ImaiY11,Hideki Imai,,,
reference/crypt/ImaiY11,Atsuhiro Yamagishi,,,
reference/crypt/HyunN11,Sangwon Hyun,,,
reference/crypt/HyunN11,Peng Ning,,,
reference/crypt/Bleumer05w,Gerrit Bleumer,,,
reference/crypt/Moller11a,Bodo Möller,,,
reference/crypt/Brose05,Gerald Brose,,,
reference/crypt/Payne11,Bryan D. Payne,,,
reference/crypt/PapaC11a,Stephen M. Papa,,,
reference/crypt/PapaC11a,William D. Casper,,,
reference/crypt/Bleumer11aa,Gerrit Bleumer,,,
reference/crypt/RossJ05,Arun Ross,,,
reference/crypt/RossJ05,Anil K. Jain,,,
reference/crypt/Just05b,Mike Just,,,0000-0002-9669-5067
reference/crypt/Ioannidis11,John Ioannidis,,,
reference/crypt/Morain05,François Morain,,,
reference/crypt/HankersonM11,Darrel Hankerson,,,
reference/crypt/HankersonM11,Alfred Menezes,,,
reference/crypt/Weimerskirch05a,André Weimerskirch,,,
reference/crypt/Desmedt05e,Yvo Desmedt,,,
reference/crypt/Stiglic05f,Anton Stiglic,,,
reference/crypt/Soete11b,Marijke De Soete,,,
reference/crypt/Adams05f,Carlisle Adams,,,
reference/crypt/CasperP11,William D. Casper,,,
reference/crypt/CasperP11,Stephen M. Papa,,,
reference/crypt/Canteaut11h,Anne Canteaut,,,
reference/crypt/Kuhn05,Markus Kuhn,,,
reference/crypt/BlakleyK11,G. R. Blakley,,,
reference/crypt/BlakleyK11,Gregory A. Kabatiansky,,,
reference/crypt/Kaliski11c,Burt Kaliski,,,
reference/crypt/Cheng11,Chen-Mou Cheng,,,
reference/crypt/Xiao11,Xiaokui Xiao,,,
reference/crypt/Domingo-Ferrer11,Josep Domingo-Ferrer,,,
reference/crypt/McFearin11,Lee D. McFearin,,,
reference/crypt/Brose05a,Gerald Brose,,,
reference/crypt/Morain11,François Morain,,,
reference/crypt/Desmedt05j,Yvo Desmedt,,,
reference/crypt/Bleumer05xe,Gerrit Bleumer,,,
reference/crypt/Bleumer05u,Gerrit Bleumer,,,
reference/crypt/Canteaut11e,Anne Canteaut,,,
reference/crypt/Contini05c,Scott Contini,,,
reference/crypt/Bussard11,Laurent Bussard,,,
reference/crypt/Landrock05k,Peter Landrock,,,
reference/crypt/Preneel05l,Bart Preneel,,,
reference/crypt/Wiener11,Michael J. Wiener,,,
reference/crypt/Polychronakis11,Michalis Polychronakis,,,
reference/crypt/Zimmermann05,Paul Zimmermann,,,
reference/crypt/Bleumer11ag,Gerrit Bleumer,,,
reference/crypt/Smith11c,Sean W. Smith,,,
reference/crypt/Yang11,Xiaowei Yang,,,
reference/crypt/Tilborg11,Henk C. A. van Tilborg,,,
reference/crypt/Stavrou11,Angelos Stavrou,,,
reference/crypt/Vimercati11a,Sabrina De Capitani di Vimercati,,,
reference/crypt/Kaliski11ae,Burt Kaliski,,,
reference/crypt/Al-Shaer11,Ehab Al-Shaer,,,
reference/crypt/Orso11,Alessandro Orso,,,
reference/crypt/Salvaneschi11,Paolo Salvaneschi,,,
reference/crypt/Biryukov11c,Alex Biryukov,,,
reference/crypt/Adams05c,Carlisle Adams,,,
reference/crypt/Just11c,Mike Just,,,0000-0002-9669-5067
reference/crypt/Helleseth05f,Tor Helleseth,,,
reference/crypt/Caddy11h,Tom Caddy,,,
reference/crypt/Canniere11g,Christophe De Cannière,,,
reference/crypt/Canteaut11j,Anne Canteaut,,,
reference/crypt/YanushkevichP11,Svetlana N. Yanushkevich,,,
reference/crypt/YanushkevichP11,Denis V. Popel,,,
reference/crypt/Weimerskirch05b,André Weimerskirch,,,
reference/crypt/Helleseth11e,Tor Helleseth,,,
reference/crypt/Kaliski11m,Burt Kaliski,,,
reference/crypt/Meadows11d,Catherine A. Meadows,,,
reference/crypt/Desmedt05h,Yvo Desmedt,,,
reference/crypt/Upadhyaya11,Shambhu J. Upadhyaya,,,
reference/crypt/StandaertQ11a,François-Xavier Standaert,,,
reference/crypt/StandaertQ11a,Jean-Jacques Quisquater,,,
reference/crypt/Adams11j,Carlisle Adams,,,
reference/crypt/BlakleyK11c,G. R. Blakley,,,
reference/crypt/BlakleyK11c,Gregory A. Kabatiansky,,,
reference/crypt/Biryukov11m,Alex Biryukov,,,
reference/crypt/BarretoR11,Paulo S. L. M. Barreto,,,
reference/crypt/BarretoR11,Vincent Rijmen,,,
reference/crypt/Contini11c,Scott Contini,,,
reference/crypt/Weimerskirch11a,André Weimerskirch,,,
reference/crypt/HankersonM11c,Darrel Hankerson,,,
reference/crypt/HankersonM11c,Alfred Menezes,,,
reference/crypt/Fontaine11,Caroline Fontaine,,,
reference/crypt/Kaliski11a,Burt Kaliski,,,
reference/crypt/Quisquater05,Jean-Jacques Quisquater,,,
reference/crypt/Preneel05a,Bart Preneel,,,
reference/crypt/Paillier05,Pascal Paillier,,,
reference/crypt/BlakleyK11b,G. R. Blakley,,,
reference/crypt/BlakleyK11b,Gregory A. Kabatiansky,,,
reference/crypt/Sunar05a,Berk Sunar,,,
reference/crypt/Biryukov11aa,Alex Biryukov,,,
reference/crypt/Desmedt11i,Yvo Desmedt,,,
reference/crypt/Bleumer05c,Gerrit Bleumer,,,
reference/crypt/Kaliski05d,Burton S. Kaliski Jr.,,,
reference/crypt/PetitQ11,Christophe Petit,,,
reference/crypt/PetitQ11,Jean-Jacques Quisquater,,,
reference/crypt/Zuccherato05a,Robert J. Zuccherato,,,
reference/crypt/KabatianskyS11,Gregory A. Kabatiansky,,,
reference/crypt/KabatianskyS11,Ben J. M. Smeets,,,
reference/crypt/Carlet05c,Claude Carlet,,,
reference/crypt/Bleumer05v,Gerrit Bleumer,,,
reference/crypt/Solinas11b,Jerome A. Solinas,,,
reference/crypt/Bleumer11,Gerrit Bleumer,,,
reference/crypt/Biryukov11f,Alex Biryukov,,,
reference/crypt/Sako11a,Kazue Sako,,,
reference/crypt/Boneh11,Dan Boneh,,,
reference/crypt/Bucci05,Marco Bucci,,,
reference/crypt/Vimercati11b,Sabrina De Capitani di Vimercati,,,
reference/crypt/Wiley11,Jeffrey J. Wiley,,,
reference/crypt/Bleumer11ab,Gerrit Bleumer,,,
reference/crypt/DesmedtY11,Yvo Desmedt,,,
reference/crypt/DesmedtY11,Qiushi Yang,,,
reference/crypt/Cachin05,Christian Cachin,,,
reference/crypt/Caddy05e,Tom Caddy,,,
reference/crypt/Capkun11a,Srdjan Capkun,,,
reference/crypt/Landrock05l,Peter Landrock,,,
reference/crypt/Liskov05c,Moses Liskov,,,
reference/crypt/Contini05a,Scott Contini,,,
reference/crypt/Schunter05a,Matthias Schunter,,,
reference/crypt/Videau11,Marion Videau,,,
reference/crypt/Schoenmakers11k,Berry Schoenmakers,,,
reference/crypt/Kaliski11ad,Burt Kaliski,,,
reference/crypt/HankersonM05,Darrel Hankerson,,,
reference/crypt/HankersonM05,Alfred Menezes,,,
reference/crypt/Adams05r,Carlisle Adams,,,
reference/crypt/BargK11,Alexander Barg,,,
reference/crypt/BargK11,Gregory A. Kabatiansky,,,
reference/crypt/CampisiN11,Patrizio Campisi,,,
reference/crypt/CampisiN11,Alessandro Neri,,,
reference/crypt/Canteaut05g,Anne Canteaut,,,
reference/crypt/Smith11f,Sean W. Smith,,,
reference/crypt/Biryukov05xc,Alex Biryukov,,,
reference/crypt/Bleumer11t,Gerrit Bleumer,,,
reference/crypt/Pedersen11c,Torben Pedersen,,,
reference/crypt/Peters11,Christiane Peters,,,
reference/crypt/QuisquaterS05,Jean-Jacques Quisquater,,,
reference/crypt/QuisquaterS05,David Samyde,,,
reference/crypt/Handschuh05a,Helena Handschuh,,,
reference/crypt/Robshaw05,Matthew J. B. Robshaw,,,
reference/crypt/Desmedt11,Yvo Desmedt,,,
reference/crypt/Naccache11i,David Naccache,,,
reference/crypt/Horne11,Dwight Horne,,,
reference/crypt/Wyseur11,Brecht Wyseur,,,
reference/crypt/Fontaine05h,Caroline Fontaine,,,
reference/crypt/Koeune11a,François Koeune,,,
reference/crypt/Fontaine05b,Caroline Fontaine,,,
reference/crypt/Knudsen05,Lars R. Knudsen,,,
reference/crypt/Bauer11q,Friedrich L. Bauer,,,
reference/crypt/Knudsen05a,Lars R. Knudsen,,,
reference/crypt/Boneh05g,Dan Boneh,,,
reference/crypt/Schwenk11,Jörg Schwenk,,,
reference/crypt/HankersonM05g,Darrel Hankerson,,,
reference/crypt/HankersonM05g,Alfred Menezes,,,
reference/crypt/BanerjeeB11,Suman Banerjee,,,
reference/crypt/BanerjeeB11,Vladimir Brik,,,
reference/crypt/Kaliski05xb,Burton S. Kaliski Jr.,,,
reference/crypt/Preneel11a,Bart Preneel,,,
reference/crypt/Paar05,Christof Paar,,,
reference/crypt/WongchaowartL11,Brian Wongchaowart,,,
reference/crypt/WongchaowartL11,Adam J. Lee,,,
reference/crypt/Bleumer05x,Gerrit Bleumer,,,
reference/crypt/Paar11c,Christof Paar,,,
reference/crypt/QuisquaterS05b,Jean-Jacques Quisquater,,,
reference/crypt/QuisquaterS05b,François-Xavier Standaert,,,
reference/crypt/Abu-Nimeh11,Saeed Abu-Nimeh,,,
reference/crypt/Fontaine11c,Caroline Fontaine,,,
reference/crypt/Bleumer05r,Gerrit Bleumer,,,
reference/crypt/Teske11,Edlyn Teske,,,
reference/crypt/Adams05g,Carlisle Adams,,,
reference/crypt/Bauer11,Friedrich L. Bauer,,,
reference/crypt/Soete11p,Marijke De Soete,,,
reference/crypt/Lenstra05d,Arjen K. Lenstra,,,
reference/crypt/YangZ11b,Yi Yang,,,
reference/crypt/YangZ11b,Sencun Zhu,,,
reference/crypt/Caddy11c,Tom Caddy,,,
reference/crypt/Biryukov05f,Alex Biryukov,,,
reference/crypt/Challener11,David Challener,,,
reference/crypt/VimercatiS11b,Sabrina De Capitani di Vimercati,,,
reference/crypt/VimercatiS11b,Pierangela Samarati,,,
reference/crypt/Schunter11,Matthias Schunter,,,
reference/crypt/FarleyJ05,Toni Farley,,,
reference/crypt/FarleyJ05,Jill Joseph,,,
reference/crypt/Bleumer11v,Gerrit Bleumer,,,
reference/crypt/ContiniKW11,Scott Contini,,,
reference/crypt/ContiniKW11,Çetin Kaya Koç,,,
reference/crypt/ContiniKW11,Colin D. Walter,,,
reference/crypt/Bleumer11h,Gerrit Bleumer,,,
reference/crypt/Canteaut05h,Anne Canteaut,,,
